object name,RA (in degree),DEC (in degree),g magnitude,i magnitude,r magnitude
manga-9045-3701  ,228.02324,30.839836,17.19257467596085,16.401984392456164,16.842227436829617
manga-9046-1902  ,243.55504,26.071175,18.818178259169372,17.12019487614313,17.587220403288974
manga-9047-12701 ,245.44196,25.820679,17.859416432518564,16.22548386716926,16.707264882213465
manga-9047-12704 ,246.71098,25.891197,17.506703435246155,15.785794524954943,16.233032734134525
manga-9047-1901  ,245.80746,26.479296,19.00252057718575,17.25936787389571,17.700382484487708
manga-9047-6102  ,247.19221,25.49472,18.571072642523568,16.447590754854936,16.943498982740554
manga-9047-6103  ,247.5125,25.794134,18.222773458041523,16.439830047397585,16.965185299172166
manga-9047-6104  ,248.14088,26.38074,16.845069067650186,17.37667305903514,17.9161923916436
manga-9048-1902  ,246.25598,24.263155,17.474396683067628,17.048716625167035,17.49271364204794
manga-9048-3703  ,246.17224,25.328236,16.489974254418435,16.962802231641813,17.493865413672275
manga-9048-3704  ,246.09814,25.13012,18.124319488852365,15.821000429287272,16.20194549153808
manga-9049-1901  ,247.56097,26.206474,17.19327721663885,16.31893063857903,16.68767113483832
manga-9050-3704  ,245.99501,22.393368,17.496406861581175,15.09990880110781,15.497454516372011
manga-9087-6101  ,241.19325,21.95725,17.593940066125363,16.866034423297737,17.38591565174046
manga-9088-6103  ,242.80882,26.923403,17.796275633681716,15.881986907094454,16.30465570083594
manga-9089-12702 ,241.29787,24.960117,18.64486973161445,16.297029956994592,16.819822870306016
manga-9089-6104  ,241.00392,25.955399,18.423674823899717,16.58254876915997,16.98537033980516
manga-9090-3701  ,241.71736,27.927542,17.17975810238268,16.235632442757733,16.758253838088837
manga-9090-9101  ,241.23143,28.16576,17.443189721660097,16.902053126858313,17.482085963460296
manga-9090-9102  ,243.0734,28.42955,18.178673499289822,17.1710679682788,17.604024762535268
manga-9091-12704 ,241.86623,27.569767,17.84620007312578,15.83673267918638,16.235900655069333
manga-9091-3704  ,241.94467,25.537512,16.529748790379152,16.536892680191038,16.962947816457167
manga-9092-3703  ,239.96506,25.940653,17.730782510436754,16.52370893625593,17.082921334164723
manga-9094-1902  ,239.71028,27.390083,19.11077244123517,16.375722309988237,16.820934539782826
manga-9094-6101  ,239.43138,27.46472,16.965601476909654,15.521622471965928,15.900896791240346
manga-9094-9101  ,239.71939,26.438623,17.933680255987415,16.22775819518747,16.72818072486112
manga-9095-1901  ,242.81006,24.225021,17.48797090275898,17.508033099657716,17.99074850937685
manga-9095-3701  ,242.28032,21.867727,18.484464914126086,15.631090855228752,16.01201116172016
manga-9181-12701 ,118.570946,38.220894,17.73379911115036,16.864699102633487,17.21912405212374
manga-9181-12702 ,119.61713,37.786625,18.030878342832906,16.072824395061218,16.542327688917656
manga-9181-12703 ,118.654434,39.179928,16.01555209771944,16.88425069108484,17.348244779580067
manga-9181-12704 ,118.38202,38.733295,18.820018247067054,16.20674815263611,16.715867469932217
manga-9182-12701 ,119.55331,38.535313,17.324960646168822,16.83949818893077,17.260023928434386
manga-9182-3704  ,121.52962,39.34241,17.88546482804574,15.223727244673398,15.531310236830127
manga-9182-6102  ,119.486336,39.993366,16.619657124557047,17.017863980182835,17.77472291241119
manga-9183-3703  ,121.92081,39.00424,18.113046722903142,16.30251725679573,16.75395103780966
manga-9183-9101  ,121.24403,38.267696,18.80163577937332,16.466298099504478,16.900366040716033
manga-9185-9101  ,256.21228,34.817333,17.053478646854252,15.786045395695108,16.14511217707868
manga-9186-6103  ,258.1185,30.909678,17.111145513721723,16.80074971692037,17.335979968821775
manga-9186-9101  ,260.66638,30.88127,17.78348232215322,17.151756034705887,17.588886329895303
manga-9192-12704 ,46.285744,0.34344304,18.047616875221763,15.673231800218213,16.192351382144714
manga-9192-12705 ,46.572266,-0.14003524,18.79176949929782,15.359076796110713,15.979503157845723
manga-9192-6103  ,45.970478,0.41526228,17.165641104402283,16.715409487134,17.293397814519068
manga-9193-12701 ,45.954624,-1.10375,17.985830076163843,16.277099043268837,16.91642306307015
manga-9193-12704 ,46.664913,0.061976884,17.85250594024471,17.154343077070354,17.758375107401175
manga-9193-12705 ,46.332443,-0.97071284,18.825133967370046,15.9676517941477,16.34397068678385
manga-9196-12703 ,262.3993,54.494423,16.67506430119051,16.520465573493016,17.019166189147125
manga-9485-12705 ,121.77994,36.23348,18.916351845319355,16.693941384988157,17.121900104090262
manga-9485-9101  ,119.10735,37.058247,17.617058172084118,17.50589823177024,18.022476111021952
manga-9487-3702  ,123.33054,46.147156,17.602995285444905,15.808917375677606,16.21613618661408
manga-9487-3703  ,124.81375,45.298756,17.92493533989753,17.217340071101603,17.714004686717665
manga-9487-9102  ,123.82033,46.075253,18.10940222810749,16.386599932442557,16.823709560303115
manga-9490-9102  ,122.56099,20.207266,17.6137316000912,16.137251562034063,16.630722652061202
manga-9491-6101  ,119.17438,17.991169,16.283580267753635,16.771978547480234,17.145115393280584
manga-9493-1902  ,129.9615,23.143349,17.935886747767828,16.683764718695706,17.16437649953868
manga-9493-6103  ,128.8758,23.676186,16.72488918987342,16.448520190961013,16.83409362773102
manga-9494-9101  ,127.36034,22.743408,16.728012584094262,15.336136447995978,15.955901932474037
manga-9494-9102  ,127.43484,22.424397,17.230717940816696,16.18585582796744,16.765132956255314
manga-9497-12705 ,118.07435,19.595081,19.120101960250416,15.954713195291038,16.225670204697533
manga-9498-3701  ,117.83736,22.504171,17.521000825835678,15.533461093168572,15.896350939335965
manga-9500-1901  ,131.72542,25.370089,17.926429068160918,15.813426673142597,16.305889766676298
manga-9502-12703 ,129.54558,24.895294,17.45573843347314,17.318858637923704,17.86365166125172
manga-9503-12701 ,119.97283,23.390083,18.17912948166291,16.4718153729303,16.86633506314935
manga-9503-3703  ,121.44958,25.256626,17.623440270694758,16.505607594772236,16.94771159603166
manga-9506-3701  ,133.5699,27.266527,18.422903784482614,16.212357756795257,16.622824097288873
manga-9506-3704  ,134.64473,26.211752,16.9058242014127,17.059727244332677,17.505305682462854
manga-9507-12704 ,129.60004,25.754501,17.650461602857348,16.52840811883629,16.880006156381484
manga-9508-6101  ,127.13102,26.348682,17.395277907129216,16.93093662715242,17.38252468502194
manga-9511-6103  ,129.78194,4.5673203,18.617797632140384,15.509747985177018,15.927925235502595
manga-9511-9102  ,129.91257,2.5740952,17.843790386936888,16.364043147460286,16.906778612789783
manga-9512-12703 ,140.00905,1.0383034,18.172600626289828,16.039855472346126,16.529356741940898
manga-9514-1901  ,33.23998,14.102849,17.73869458443641,17.359605890058873,17.8012876117583
manga-9865-9101  ,223.56288,49.430496,17.278708235954934,16.49756620314857,16.952036497624764
manga-9866-12705 ,243.93813,31.821842,18.71985174630866,17.533587149052742,17.902435751508165
manga-9867-12705 ,222.76913,49.255142,16.924813570802485,16.262208127304184,16.800974323950914
manga-9867-3702  ,221.635,49.01056,18.616822254665777,15.851386816961277,16.423251386667314
manga-9869-12702 ,247.24168,39.319088,16.568862164173943,17.634900968486875,18.02862796655719
manga-9872-9101  ,233.11523,41.811787,18.115590687829147,15.627306889629864,16.07342080054579
manga-9876-3702  ,194.57767,27.310818,17.248239268539496,17.109029948466336,17.65112450111311
manga-9881-6102  ,205.21317,24.473312,17.972770658480943,15.270167495796294,15.68018833821516
manga-9882-3703  ,206.35968,23.120117,17.234727906506215,16.578758367858455,17.108740087287124
manga-9882-3704  ,206.55292,23.053835,17.923509657352238,15.882652061388308,16.32532211579184
manga-9883-6104  ,256.53177,33.482845,17.776796455428194,16.796138281060475,17.24212106596709
manga-9885-12703 ,239.01633,24.44804,17.06711779447063,16.126043932058455,16.6215264734042
manga-9886-12705 ,238.08638,24.626602,19.046521154386816,16.462023592203227,16.922057902712872
manga-9887-1901  ,239.17853,29.813179,18.908872345714972,16.28015111940891,16.693020427695153
manga-9887-6101  ,238.01524,27.866594,17.614219818106037,15.944643550422914,16.325943597426438
manga-9888-12703 ,238.23872,27.6633,18.176601449374655,17.324728645473577,17.812390959029134
manga-9888-12705 ,236.90138,26.063766,17.612298278471588,17.59554295229549,18.119243619754975
manga-9888-6104  ,238.29976,27.55575,16.432763885104695,16.784921702530724,16.995548219091475
manga-9889-12705 ,235.99878,24.998505,18.854884845520303,16.641861407704674,17.13429794242764
manga-9889-1902  ,234.8586,24.94357,18.491196733405953,16.55182811670734,16.893337460406514
manga-9889-3703  ,234.16231,25.906826,17.438010325969444,15.410339367427635,15.786526652599143
manga-9889-6103  ,233.42432,26.140055,16.861620960537454,17.350794755967208,17.75412036531847
manga-9890-1901  ,232.41911,30.485918,18.107768923910655,17.169261481875218,17.71828922219088
manga-9891-12705 ,229.84799,28.31821,18.113033712270152,16.36445540717021,16.826768920695198
